"x"
-0.138847647219747
-0.156374820541366
-0.174177496603465
-0.192245669612396
-0.210571442681457
-0.22913889689019
-0.247937182460168
-0.266951610766124
-0.286169583009102
-0.30557553219358
-0.325155670875777
-0.344893644526697
-0.36477358203905
-0.384781714847298
-0.404901994969753
-0.425120950382116
-0.445421664050248
-0.465789830749662
-0.486210182628119
-0.506667520036818
-0.527147046528781
-0.547632402351363
-0.56810939065999
-0.588562665033608
-0.608976480136031
-0.629336015138087
-0.649625663330557
-0.669830363907019
-0.689933529804475
-0.709919881467344
-0.729773714752838
-0.749480083509698
-0.76902325026816
-0.788387257070017
-0.807556903185361
-0.826516256892259
-0.84524979467437
-0.86374171534018
-0.881976391554967
-0.899938114508039
-0.917611344978355
-0.934980589557338
-0.952030501198363
-0.96874649768498
-0.985113643005269
-1.0011172474525
-1.01674313887534
-1.03197780993762
-1.04680769988152
-1.06121968516437
-1.07520144779193
-1.08874071660543
-1.10182576276807
-1.11444516494872
-1.12658751082698
-1.13824197199957
-1.14939797008028
-1.16004516836841
-1.17017352064126
-1.17977321351914
-1.18883499785941
-1.19734987161567
-1.20530907497758
-1.2127041521862
-1.21952716615328
-1.22577071437385
-1.23142775570579
-1.23649175628305
-1.24095686136259
-1.24481752871779
-1.24806867508146
-1.25070596427829
-1.25272541573433
-1.25412367105499
-1.25489783763365
-1.25504538747617
-1.25456451572994
-1.25345377691935
-1.2517121321101
-1.24933903446498
-1.24633440298761
-1.24269866990336
-1.23843278436125
-1.23353813296087
-1.22801659720184
-1.22187058196662
-1.21510296084166
-1.20771703176631
-1.19971664126337
-1.19110602481853
-1.18189009068739
-1.17207417251107
-1.16166402082345
-1.15066588382812
-1.13908649782577
-1.12693312339702
-1.11421344188715
-1.10093569962611
-1.0871086784784
-1.07274160832854
-1.05784421142229
-1.0424267259264
-1.02649987662739
-1.01007477320263
-0.993163013979438
-0.975776489236217
-0.957927654808984
-0.939629400420057
-0.920894994613772
-0.901738196937174
-0.882173210849833
-0.862214629873377
-0.841877502142186
-0.821177209037898
-0.8001295246763
-0.778750589938226
-0.757056861871257
-0.735065059849879
-0.712792224585503
-0.690255713451413
-0.667473147887226
-0.644462389478911
-0.621241458877816
-0.597828650414231
-0.574242417893693
-0.550501436938666
-0.526624651864319
-0.50263117393927
-0.478540242258864
-0.454371174906922
-0.430143439231461
-0.405876663719474
-0.381590542111744
-0.357304771540666
-0.333039118652121
-0.308813349785972
-0.284658165115419
-0.260598028340115
-0.236657138742569
-0.212834540831567
-0.189149709293853
-0.165622052741922
-0.142270973109985
-0.119126140314481
-0.0962157073121861
-0.0735720623112001
